geoid,hh,low_class,middle_class,upper_class,year
36031,13711,0.3722042861010038,0.48513589444964894,0.1426598194493473,1990
36033,16310,0.42806684482153556,0.4631889973568054,0.10874415782165903,1990
36035,21036,0.39128975468958577,0.4923655153958421,0.11634472991457218,1990
36037,21545,0.27869230937772915,0.5239279847665838,0.1973797058556871,1990
36039,16538,0.327276553140198,0.49925503033485497,0.17346841652494704,1990
36041,2160,0.37409300000320894,0.5166601962894255,0.1092468037073655,1990
36043,24974,0.40019041500999636,0.4851411403069377,0.11466844468306586,1990
36045,37893,0.34550251110468594,0.5052823557204349,0.14921513317487922,1990
36047,827679,0.38395481115018537,0.40948193702417324,0.2065632518256414,1990
36049,9269,0.3589054953415544,0.521188025120223,0.11990647953822253,1990
36051,21211,0.26837867325172526,0.5191630417049737,0.212458285043301,1990
36053,23675,0.293150921754991,0.5110184282914997,0.1958306499535093,1990
36055,272193,0.2517643751570434,0.45231173549323844,0.29592388934971814,1990
36057,20109,0.38123909769006264,0.493027651134406,0.1257332511755314,1990
36059,431148,0.1301149685082222,0.33370624911772206,0.5361787823740557,1990
36061,716811,0.31094552151392757,0.36864824176682737,0.320406236719245,1990
36063,84688,0.3257153785207614,0.497062503959423,0.17722211751981565,1990
36065,92263,0.3430910825086959,0.4868582223350906,0.17005069515621352,1990
36067,177950,0.2818037138539588,0.4735056676506995,0.24469061849534163,1990
36069,34930,0.2455844458077006,0.516902234230787,0.23751331996151248,1990
36071,101730,0.2185692777856828,0.44323158478305624,0.33819913743126095,1990
36073,14416,0.29405608257717897,0.5437064302917022,0.16223748713111885,1990
36075,42347,0.31529044778100457,0.49073829972198213,0.1939712524970133,1990
36077,21701,0.3629265699392662,0.4840754782153954,0.15299795184533838,1990
36079,27963,0.11479981691585842,0.35392388196533375,0.5312763011188079,1990
36081,718377,0.26011002498189584,0.4497348842235478,0.29015509079455637,1990
36083,57620,0.27400507643365013,0.4898647744095399,0.23613014915680997,1990
36085,130216,0.20116660049872143,0.38753139008684795,0.4113020094144307,1990
36087,84891,0.14224788450808706,0.34025839209765135,0.5174937233942616,1990
36089,37877,0.39414676612941735,0.4674150480113346,0.13843818585924805,1990
36091,66485,0.21311557825984148,0.4896472707128491,0.2972371510273094,1990
36093,59165,0.2758405383945438,0.48452576469199715,0.23963369691345904,1990
36095,11293,0.3436182686555071,0.5028446411155147,0.1535370902289781,1990
36097,6812,0.3385348021165005,0.5451224975267392,0.11634270035676031,1990
36099,12318,0.3030778985408209,0.5185792619175078,0.1783428395416713,1990
36101,37311,0.35919059199403147,0.48764940432914294,0.15316000367682558,1990
36103,424623,0.14631620267889128,0.3810205354798483,0.47266326184126034,1990
36105,24588,0.33397752983772694,0.4766251459166821,0.18939732424559091,1990
36107,18774,0.2791322551313404,0.4935246476107252,0.2273430972579344,1990
36109,33341,0.3416854554022012,0.4417666931215052,0.21654785147629363,1990
36111,60639,0.2488923306090211,0.4835586270542844,0.26754904233669446,1990
36113,22508,0.2872043915249449,0.5012529851001003,0.21154262337495477,1990
36115,20315,0.30828926707076465,0.5341020748627768,0.15760865806645852,1990
36117,32106,0.26963147321549286,0.5023081408555132,0.22806038592899391,1990
36119,319657,0.18002688063747874,0.3455260145286986,0.4744471048338227,1990
36121,13925,0.30590380592703426,0.5577153581611862,0.13638083591177952,1990
36123,8444,0.36656904898394765,0.4964763169518423,0.13695463406421,1990
36001,120645,0.0,0.708992490220517,0.291007509779483,2000
36003,18056,0.0,0.8554442512869623,0.14455574871303767,2000
36005,463242,0.0,0.8374188029217583,0.1625811970782417,2000
36007,80917,0.0,0.796353275077563,0.20364672492243696,2000
36009,32055,0.0,0.846798010831659,0.15320198916834105,2000
36011,30589,0.0,0.8049200260659435,0.19507997393405652,2000
36013,54488,0.0,0.8370589390600842,0.16294106093991578,2000
36015,35076,0.0,0.8050527281308534,0.19494727186914662,2000
36017,19892,0.0,0.834860444175201,0.165139555824799,2000
36019,29479,0.0,0.799905870717004,0.20009412928299597,2000
36021,24852,0.0,0.7445734333859768,0.2554265666140232,2000
36023,18249,0.0,0.8265993504012427,0.17340064959875734,2000
36025,19245,0.0,0.8422607617867561,0.15773923821324387,2000
36027,99719,0.0,0.6164293643059726,0.3835706356940274,2000
36029,380890,0.0,0.7566116023790413,0.24338839762095865,2000
36031,15015,0.0,0.826918882993875,0.17308111700612505,2000
36033,17985,0.0,0.8585323839355379,0.14146761606446212,2000
36035,21879,0.0,0.8406111765772563,0.15938882342274374,2000
36037,22804,0.0,0.7886572796396144,0.2113427203603856,2000
36039,18276,0.0,0.7962706822259072,0.20372931777409276,2000
36041,2382,0.0,0.845839616436918,0.15416038356308204,2000
36043,25740,0.0,0.851376157474962,0.14862384252503802,2000
36045,40108,0.0,0.8367750117437981,0.1632249882562019,2000
36047,881006,0.0,0.7851992523960624,0.21480074760393764,2000
36049,10058,0.0,0.8589674323291474,0.1410325676708526,2000
36051,22149,0.0,0.759848206573732,0.24015179342626802,2000
36053,25392,0.0,0.7627541793681608,0.2372458206318392,2000
36055,286820,0.0,0.6934877646467777,0.30651223535322225,2000
36057,20028,0.0,0.8396355016750685,0.1603644983249315,2000
36059,447803,0.0,0.45850211547462555,0.5414978845253744,2000
36061,739167,0.0,0.6265334351149833,0.3734665648850167,2000
36063,87877,0.0,0.7721829522157557,0.22781704778424428,2000
36065,90507,0.0,0.8021372713611836,0.19786272863881638,2000
36067,181369,0.0,0.7310624154227459,0.26893758457725414,2000
36069,38392,0.0,0.7217235152641507,0.2782764847358493,2000
36071,114809,0.0,0.6298118081273035,0.37018819187269647,2000
36073,15350,0.0,0.8100086556704372,0.18999134432956277,2000
36075,45525,0.0,0.7978382351723949,0.20216176482760506,2000
36077,23279,0.0,0.8295496277403134,0.17045037225968662,2000
36079,32742,0.0,0.4483496819271078,0.5516503180728922,2000
36081,782646,0.0,0.712996439350702,0.287003560649298,2000
36083,59830,0.0,0.7288856457977999,0.2711143542022001,2000
36085,156416,0.0,0.5980835468603444,0.4019164531396556,2000
36087,92744,0.0,0.4852896416731209,0.5147103583268791,2000
36089,40527,0.0,0.8440086430101534,0.15599135698984656,2000
36091,78226,0.0,0.669286371446235,0.33071362855376496,2000
36093,59732,0.0,0.7282756965153685,0.2717243034846315,2000
36095,12011,0.0,0.8085167966948658,0.19148320330513424,2000
36097,7375,0.0,0.8292517508209984,0.17074824917900155,2000
36099,12619,0.0,0.7977019885793667,0.2022980114206333,2000
36101,39093,0.0,0.8100322101670279,0.18996778983297213,2000
36103,469535,0.0,0.5113537525515985,0.48864624744840146,2000
36105,27681,0.0,0.778129096738738,0.22187090326126202,2000
36107,19779,0.0,0.7759838532224167,0.2240161467775833,2000
36109,36464,0.0,0.7629155248981392,0.23708447510186081,2000
36111,67501,0.0,0.7294244480216734,0.2705755519783266,2000
36113,25729,0.0,0.7810610262117287,0.21893897378827132,2000
36115,22442,0.0,0.8057544325457946,0.1942455674542054,2000
36117,34970,0.0,0.7338790661663243,0.26612093383367574,2000
36119,337486,0.0,0.5165486128503576,0.4834513871496424,2000
36121,14877,0.0,0.8145493185531846,0.18545068144681542,2000
36123,9056,0.0,0.8285274194085818,0.17147258059141823,2000
36001,122674,0.2715828991086699,0.43098106592742397,0.2974360349639061,2012
36003,18843,0.37936451684514644,0.4804294644107097,0.1402060187441438,2012
36005,473281,0.4750622012637529,0.38667573124629745,0.13826206748994968,2012
36007,80223,0.35561046233070376,0.4503804694064571,0.1940090682628392,2012
36009,32419,0.37201500626552536,0.4943311273282039,0.1336538664062707,2012
36011,31427,0.3138678109593418,0.4931488070996124,0.1929833819410458,2012
36013,54950,0.39503015495975907,0.4573828409938309,0.14758700404641006,2012
36015,35452,0.3622862483363707,0.44387467697197447,0.19383907469165484,2012
36017,19779,0.35787721240771553,0.48850623868728527,0.1536165489049992,2012
36019,31820,0.3249842213080615,0.4652168311260345,0.209798947565904,2012
36021,25476,0.2662036424877733,0.4541768100764647,0.279619547435762,2012
36023,17809,0.32407506202549136,0.48823005325562124,0.18769488471888746,2012
36025,19920,0.3717606534143641,0.48281994894688657,0.1454193976387494,2012
36027,107734,0.21659344520254273,0.41311958788249037,0.3702869669149669,2012
36029,379980,0.3357306069641541,0.4374949878139784,0.22677440522186748,2012
36031,16198,0.3181344403513141,0.5034017479853113,0.17846381166337455,2012
36033,19170,0.3679336992182478,0.4613993116315048,0.17066698915024736,2012
36035,22511,0.3535379909562118,0.48372932155390885,0.1627326874898794,2012
36037,23962,0.30024834965428254,0.5019079766387853,0.19784367370693223,2012
36039,18411,0.339546682712176,0.46965474904062804,0.19079856824719593,2012
36041,2134,0.28350255520225404,0.49684179779674237,0.21965564700100354,2012
36043,26775,0.3658741154068694,0.4794329129280406,0.15469297166509,2012
36045,45162,0.33630340015564963,0.49615650501324104,0.16754009483110932,2012
36047,911995,0.3769898943509082,0.3961435854599334,0.22686652018915837,2012
36049,10657,0.33452927351121897,0.5113754232800732,0.1540953032087078,2012
36051,24127,0.28509444187484523,0.4998820144393661,0.2150235436857887,2012
36053,26613,0.28187200139471946,0.5108595294097907,0.2072684691954898,2012
36055,294726,0.31063828211149125,0.44673306450407846,0.2426286533844303,2012
36057,19898,0.3744571267671204,0.4572330174213697,0.16830985581150992,2012
36059,442869,0.14993327734260772,0.32633763559562723,0.523729087061765,2012
36061,738131,0.2881579143488277,0.3120957194738659,0.39974636617730636,2012
36063,88542,0.34058685026610813,0.4573003590648005,0.20211279066909138,2012
36065,91500,0.3386083049186329,0.4551132567832644,0.20627843829810266,2012
36067,185036,0.3087798113346047,0.4345230066112545,0.25669718205414077,2012
36069,43822,0.26889758814804626,0.4747115833170101,0.2563908285349437,2012
36071,125180,0.22193740511310897,0.40133266152259917,0.37672993336429184,2012
36073,15871,0.3063881849670439,0.5114700539187309,0.1821417611142252,2012
36075,45753,0.3374079401554318,0.4795661692270034,0.18302589061756486,2012
36077,24541,0.350284164480598,0.47278015128221834,0.1769356842371836,2012
36079,35088,0.14829752749698935,0.33810126853867206,0.5136012039643386,2012
36081,776311,0.2858541081768077,0.436656483474834,0.27748940834835834,2012
36083,63952,0.27229295316539287,0.4442413262664648,0.2834657205681424,2012
36085,163675,0.22985620314688895,0.38536524092459845,0.3847785559285126,2012
36087,98401,0.189517421483925,0.34312950707232015,0.4673530714437548,2012
36089,42076,0.3750340423241453,0.46086855092904433,0.1640974067468104,2012
36091,87952,0.21125195468480323,0.44895585209695604,0.33979219321824067,2012
36093,58263,0.2866406124579031,0.4592110419061827,0.2541483456359142,2012
36095,12627,0.30004470321598503,0.48702001639519227,0.21293528038882276,2012
36097,7570,0.31974368692275384,0.5006991473835247,0.17955716569372138,2012
36099,13400,0.3313454134335204,0.484275765616502,0.1843788209499776,2012
36101,41268,0.3419055556854406,0.4765443724872604,0.18155007182729893,2012
36103,496349,0.15637336262102255,0.36957277302763447,0.474053864351343,2012
36105,29664,0.340139154153821,0.46338320480334305,0.19647764104283594,2012
36107,20320,0.2779941669296954,0.5000615597881803,0.22194427328212418,2012
36109,38545,0.3274980156964392,0.4249816686323692,0.2475203156711916,2012
36111,70274,0.26843079313887186,0.448402019625988,0.2831671872351401,2012
36113,28515,0.2901641806249549,0.47868965161790716,0.23114616775713798,2012
36115,24590,0.3010878324529703,0.522143722267488,0.17676844527954172,2012
36117,36646,0.27768368401530596,0.5107631563824435,0.21155315960225052,2012
36119,344875,0.2065439477713388,0.34346606513417477,0.44998998709448645,2012
36121,15633,0.304812960513586,0.5095719732513108,0.18561506623510327,2012
36123,9531,0.3324974034106316,0.5001067375761964,0.167395859013172,2012
36001,125376,0.2734016116907685,0.4231086598669511,0.3034897284422804,2017
36003,18124,0.3592737656601507,0.5086980903111612,0.13202814402868812,2017
36005,495356,0.47509945721511254,0.3791365378591029,0.1457640049257845,2017
36007,78821,0.3578168832607937,0.4472984962642081,0.19488462047499816,2017
36009,31723,0.3789215445812384,0.4612972823488234,0.15978117306993822,2017
36011,31428,0.3079988486839347,0.47385706014949824,0.21814409116656708,2017
36013,52983,0.39242662792347494,0.4614431791395349,0.14613019293699014,2017
36015,34664,0.3380978854617223,0.4555096159526842,0.20639249858559355,2017
36017,20373,0.35871080702047997,0.476226998121817,0.16506219485770302,2017
36019,31680,0.3325562333346589,0.46615095043832855,0.20129281622701256,2017
36021,25470,0.28188731221175634,0.4475263144160736,0.27058637337217006,2017
36023,17925,0.311007277965215,0.4884936204296396,0.2004991016051454,2017
36025,19098,0.3797188315333532,0.4537298325961684,0.16655133587047843,2017
36027,107384,0.22107585881042377,0.40217765566835917,0.37674648552121703,2017
36029,386371,0.3301065491213523,0.42814430324698693,0.24174914763166078,2017
36031,15257,0.29606563934065233,0.4932926660188409,0.21064169464050675,2017
36033,18956,0.35380814408201244,0.47076097513896153,0.17543088077902602,2017
36035,22535,0.3569951368776116,0.4541789718777986,0.18882589124458976,2017
36037,23951,0.3041730492266754,0.4861777760133446,0.20964917475997996,2017
36039,17106,0.3227821875259386,0.4511247941561853,0.22609301831787604,2017
36041,1095,0.3135659406406968,0.49984443236209414,0.1865896269972091,2017
36043,25187,0.3424914725863451,0.48984951460221254,0.1676590128114424,2017
36045,43206,0.3174107765555101,0.5000709155724168,0.18251830787207313,2017
36047,944650,0.35671992365536837,0.3730375984690271,0.27024247787560446,2017
36049,10236,0.320294694139851,0.4794246298288548,0.20028067603129418,2017
36051,24432,0.3129178559279061,0.4712401476724889,0.215841996399605,2017
36053,26307,0.28908657163995705,0.4653640687527623,0.24554935960728058,2017
36055,300496,0.31399129176413154,0.4354582479172282,0.25055046031864026,2017
36057,19700,0.376391411676223,0.44838425780819463,0.17522433051558234,2017
36059,444136,0.1502657048855653,0.3126787583594827,0.5370555367549519,2017
36061,758345,0.2784661641516492,0.290289602304765,0.4312442335435857,2017
36063,87978,0.3367504113382556,0.4492606432528234,0.21398894540892105,2017
36065,90472,0.3465426978879492,0.4532671597119816,0.20019014240006916,2017
36067,185840,0.3042376735697734,0.4364995563718366,0.25926277005839005,2017
36069,44269,0.26354238419557047,0.4575404105936541,0.2789172052107755,2017
36071,126460,0.23260933473130405,0.3874418625044954,0.3799488027642005,2017
36073,16214,0.34274655040192437,0.49321734999664435,0.16403609960143128,2017
36075,45881,0.324319365865278,0.47759053159551157,0.19809010253921044,2017
36077,23627,0.32761710530441535,0.4680799892929536,0.20430290540263107,2017
36079,34316,0.1501154829008879,0.34235433839886736,0.5075301787002446,2017
36081,777904,0.2805011633425626,0.4252145741403346,0.2942842625171028,2017
36083,64456,0.27100960052240214,0.4401627216650718,0.2888276778125261,2017
36085,166150,0.2533272891070264,0.3552258790876752,0.3914468318052984,2017
36087,99935,0.21012396965603292,0.33156757726252145,0.4583084530814457,2017
36089,41638,0.3717936635635698,0.4624330774479565,0.16577325898847373,2017
36091,93129,0.19353068729700487,0.4274007199978933,0.37906859270510185,2017
36093,53825,0.2839431804004797,0.4405370369472731,0.2755197826522472,2017
36095,12539,0.32900145598687913,0.47374389804900274,0.19725464596411812,2017
36097,7444,0.3495137058046634,0.47684667118751006,0.1736396230078266,2017
36099,13536,0.32117226335854476,0.4835056973299019,0.19532203931155334,2017
36101,40351,0.3439131515293463,0.46886525691023095,0.18722159156042273,2017
36103,489328,0.17385335874252048,0.3528823567597169,0.4732642844977626,2017
36105,27679,0.3281501701051316,0.44949113155216547,0.22235869834270294,2017
36107,19996,0.3180668707755556,0.43309057412662644,0.24884255509781794,2017
36109,38986,0.3329515766441716,0.41279534313492566,0.2542530802209028,2017
36111,69662,0.2916317315737326,0.42154110873207745,0.28682715969418987,2017
36113,27249,0.27766376248048097,0.46740802671244486,0.2549282108070742,2017
36115,23988,0.3101137315667563,0.4941878613433867,0.19569840708985692,2017
36117,36578,0.30540327708074355,0.4918109952010441,0.20278572771821235,2017
36119,345885,0.21006856777187466,0.31950726393795703,0.4704241682901683,2017
36121,15686,0.29685724675637987,0.5237079984650188,0.17943475477860127,2017
36123,9338,0.3389361811539254,0.43868886613950236,0.22237495270657232,2017
